 52  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
19971116 152920 1365.60535 1366.05502 1365.15567 1366.42552 1365.44464
19971116 162920 1365.61498 1366.07698 1365.15299 1366.44749 1365.44194
19971116 172920 1365.64997 1366.09763 1365.20230 1366.46817 1365.49123
19971116 182920 1365.61032 1366.06076 1365.15989 1366.43131 1365.44880
19971116 192920 1365.59234 1366.07962 1365.10506 1366.45020 1365.39394
19971116 202920 1365.60194 1366.09351 1365.11037 1366.46411 1365.39923
19971116 212920 1365.58996 1366.05669 1365.12323 1366.42730 1365.41208
19971116 222920 1365.58085 1366.05732 1365.10438 1366.42795 1365.39321
19971116 232920 1365.61077 1366.08467 1365.13686 1366.45532 1365.42567
19971117 002920 1365.57887 1366.06583 1365.09191 1366.43650 1365.38068
19971117 012920 1365.53801  -99.00000 1365.08007  -99.00000 1365.36881
19971117 022920 1365.55098  -99.00000 1365.09304  -99.00000 1365.38174
19971117 032920 1365.52190  -99.00000 1365.06396  -99.00000 1365.35262
19971117 042920 1365.61428  -99.00000 1365.15631  -99.00000 1365.44494
19971117 052920 1365.63292 1366.04210 1365.22374 1366.41287 1365.51233
19971117 062920 1365.57489 1365.98340 1365.16637 1366.35418 1365.45492
19971117 072920 1365.55743 1365.97735 1365.13750 1366.34816 1365.42601
19971117 082920 1365.56280 1366.01231 1365.11329 1366.38313 1365.40177
19971117 092920 1365.56026 1366.00328 1365.11724 1366.37413 1365.40567
19971117 102920 1365.54414 1366.00482 1365.08347 1366.37568 1365.37186
19971117 112920 1365.55705 1366.01995 1365.09415 1366.39083 1365.38250
19971117 122920 1365.50448 1366.01884 1364.99013 1366.38974 1365.27844
19971117 132920 1365.47059 1365.98132 1364.95986 1366.35224 1365.24812
19971117 142920 1365.43529 1365.95336 1364.91722 1366.32430 1365.20544
19971117 152920 1365.45679 1365.96727 1364.94631 1366.33823 1365.23449
19971117 162920 1365.42998 1365.92532 1364.93463 1366.29630 1365.22277
19971117 172920 1365.46510 1365.96278 1364.96743 1366.33377 1365.25552
19971117 182920 1365.46333 1365.92934 1364.99732 1366.30036 1365.28537
19971117 192920 1365.48944 1365.97521 1365.00368 1366.34625 1365.29168
19971117 202920 1365.51128 1365.97319 1365.04937 1366.34424 1365.33732
19971117 212920 1365.49631 1365.96471 1365.02790 1366.33579 1365.31581
19971117 222920 1365.48671 1365.97081 1365.00261 1366.34190 1365.29047
19971117 232920 1365.53008 1365.98528 1365.07489 1366.35639 1365.36270
19971118 002920 1365.52192 1365.97236 1365.07147 1366.34349 1365.35924
19971118 012920 1365.48073 1365.92741 1365.03406 1366.29856 1365.32177
19971118 022920 1365.50557 1365.95353 1365.05761 1366.32470 1365.34528
19971118 032920 1365.47574 1365.95851 1364.99297 1366.32970 1365.28059
19971118 042920 1365.43272 1365.91071 1364.95474 1366.28191 1365.24231
19971118 052920 1365.50678 1365.96834 1365.04521 1366.33957 1365.33273
19971118 062920 1365.50829 1365.95556 1365.06101 1366.32681 1365.34848
19971118 072920 1365.47696 1365.92101 1365.03292 1366.29227 1365.32033
19971118 082920 1365.51113 1365.94897 1365.07328 1366.32026 1365.36064
19971118 092920 1365.47952 1365.94605 1365.01299 1366.31735 1365.30030
19971118 102920 1365.45411 1365.93124 1364.97698 1366.30256 1365.26424
19971118 112920 1365.43080 1365.94152 1364.92008 1366.31286 1365.20728
19971118 122920 1365.42985 1365.92805 1364.93165 1366.29941 1365.21879
19971118 132920 1365.43299 1365.93918 1364.92680 1366.31056 1365.21390
19971118 142920 1365.42753 1365.94956 1364.90549 1366.32096 1365.19253
19971118 152920 1365.34635 1365.88646 1364.80624 1366.25788 1365.09322
19971118 162920 1365.35274 1365.92037 1364.78512 1366.29180 1365.07204
19971118 172920 1365.31958 1365.88220 1364.75697 1366.25365 1365.04383
19971118 182920 1365.29337 1365.86410 1364.72263 1366.23557 1365.00945
19971118 192920 1365.29061 1365.87267 1364.70855 1366.24417 1364.99530
19971118 202920 1365.27719 1365.84576 1364.70863 1366.21727 1364.99532
19971118 212920 1365.27539 1365.85259 1364.69820 1366.22412 1364.98484
19971118 222920 1365.33567 1365.88119 1364.79015 1366.25274 1365.07673
19971118 232920 1365.33769 1365.86482 1364.81056 1366.23639 1365.09708
19971119 002920 1365.41733 1365.89975 1364.93492 1366.27133 1365.22138
19971119 012920 1365.42383 1365.88323 1364.96443 1366.25484 1365.25083
19971119 022920 1365.42395 1365.88626 1364.96163 1366.25788 1365.24797
19971119 032920 1365.40567 1365.88383 1364.92751 1366.25548 1365.21378
19971119 042920 1365.41073 1365.89882 1364.92265 1366.27048 1365.20887
19971119 052920 1365.40710 1365.88650 1364.92769 1366.25819 1365.21384
19971119 062920 1365.39595 1365.85624 1364.93565 1366.22795 1365.22174
19971119 072920 1365.44261 1365.90222 1364.98301 1366.27394 1365.26904
19971119 082920 1365.42409 1365.89986 1364.94833 1366.27160 1365.23429
19971119 092920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 102920 1365.35706 1365.83706 1364.87706 1366.20884 1365.16289
19971119 112920 1365.41887 1365.91156 1364.92619 1366.28335 1365.21195
19971119 122920 1365.40884 1365.91175 1364.90594 1366.28356 1365.19164
19971119 132920 1365.36746 1365.86642 1364.86851 1366.23825 1365.15414
19971119 142920 1365.46018 1365.91818  -99.00000 1366.29004  -99.00000
19971119 152920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 162920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 172920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 182920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 192920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 202920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 212920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 222920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971119 232920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 002920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 012920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 022920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 032920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 042920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 052920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 062920 1365.47636 1365.93433  -99.00000 1366.30647  -99.00000
19971120 072920 1365.46245 1365.92041  -99.00000 1366.29257  -99.00000
19971120 082920 1365.44851 1365.90646  -99.00000 1366.27864  -99.00000
19971120 092920 1365.46373 1365.92169  -99.00000 1366.29388  -99.00000
19971120 102920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 112920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 122920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971120 132920 1365.49728 1365.95524  -99.00000 1366.32749  -99.00000
19971120 142920 1365.47615 1365.93411  -99.00000 1366.30638  -99.00000
19971120 152920 1365.47038 1365.92834  -99.00000 1366.30062  -99.00000
19971120 162920 1365.45502 1365.91298  -99.00000 1366.28529  -99.00000
19971120 172920 1365.41892 1365.87687  -99.00000 1366.24919  -99.00000
19971120 182920 1365.47348 1365.93146  -99.00000 1366.30379  -99.00000
19971120 192920 1365.44709 1365.90507  -99.00000 1366.27742  -99.00000
19971120 202920 1365.48423 1365.94223  -99.00000 1366.31459  -99.00000
19971120 212920 1365.40130 1365.85928  -99.00000 1366.23166  -99.00000
19971120 222920 1365.39001 1365.84800  -99.00000 1366.22039  -99.00000
19971120 232920 1365.43309 1365.89110  -99.00000 1366.26351  -99.00000
19971121 002920 1365.44895 1365.90697  -99.00000 1366.27940  -99.00000
19971121 012920 1365.47906 1365.93710  -99.00000 1366.30954  -99.00000
19971121 022920 1365.47000 1365.92805  -99.00000 1366.30051  -99.00000
19971121 032920 1365.49086 1365.91645 1365.06527 1366.28892 1365.34954
19971121 042920 1365.48987 1365.91017 1365.06958 1366.28265 1365.35384
19971121 052920 1365.46507 1365.90777 1365.02237 1366.28026 1365.30661
19971121 062920 1365.45722 1365.92814 1364.98631 1366.30065 1365.27054
19971121 072920 1365.40938 1365.90809 1364.91066 1366.28062 1365.19488
19971121 082920 1365.29699  -99.00000 1364.83908  -99.00000 1365.12328
19971121 092920 1365.36845 1365.86971 1364.86720 1366.24227 1365.15139
19971121 102920 1365.37110 1365.86225 1364.87995 1366.23482 1365.16413
19971121 112920 1365.37604 1365.87242 1364.87966 1366.24500 1365.16383
19971121 122920 1365.34085 1365.85898 1364.82272 1366.23158 1365.10688
19971121 132920 1365.37896 1365.91091 1364.84702 1366.28352 1365.13117
19971121 142920 1365.35268 1365.87779 1364.82757 1366.25042 1365.11172
19971121 152920 1365.35650 1365.87318 1364.83982 1366.24582 1365.12396
19971121 162920 1365.37219 1365.89027 1364.85411 1366.26293 1365.13824
19971121 172920 1365.37987 1365.83808  -99.00000 1366.21075  -99.00000
19971121 182920 1365.39476 1365.85299  -99.00000 1366.22568  -99.00000
19971121 192920 1365.36090 1365.81914  -99.00000 1366.19184  -99.00000
19971121 202920 1365.43829 1365.89657  -99.00000 1366.26928  -99.00000
19971121 212920 1365.41912 1365.87740  -99.00000 1366.25013  -99.00000
19971121 222920 1365.40686 1365.86515  -99.00000 1366.23789  -99.00000
19971121 232920 1365.37365 1365.83195  -99.00000 1366.20470  -99.00000
19971122 002920 1365.38276 1365.87896 1364.88655 1366.25173 1365.17065
19971122 012920 1365.36322 1365.84190 1364.88453 1366.21468 1365.16863
19971122 022920 1365.40320 1365.87885 1364.92754 1366.25165 1365.21163
19971122 032920 1365.40554 1365.87168 1364.93940 1366.24449 1365.22350
19971122 042920 1365.38171 1365.84243 1364.92098 1366.21525 1365.20508
19971122 052920 1365.41281 1365.86787 1364.95775 1366.24071 1365.24184
19971122 062920 1365.47458 1365.88940 1365.05977 1366.26225 1365.34387
19971122 072920 1365.46823 1365.88684 1365.04962 1366.25970 1365.33372
19971122 082920 1365.45813 1365.90142 1365.01484 1366.27430 1365.29895
19971122 092920 1365.47931 1365.92477 1365.03385 1366.29766 1365.31796
19971122 102920 1365.47938 1365.93101 1365.02776 1366.30391 1365.31187
19971122 112920 1365.50357 1365.96834 1365.03881 1366.34126 1365.32292
19971122 122920 1365.50065 1365.96504 1365.03625 1366.33796 1365.32038
19971122 132920 1365.51618 1365.97803 1365.05434 1366.35097 1365.33847
19971122 142920 1365.43686 1365.94596 1364.92775 1366.31891 1365.21188
19971122 152920 1365.55609 1366.04924 1365.06293 1366.42221 1365.34707
19971122 162920 1365.52496 1366.01403 1365.03589 1366.38700 1365.32004
19971122 172920 1365.51142 1366.00413 1365.01871 1366.37712 1365.30286
19971122 182920 1365.56554 1366.03866 1365.09242 1366.41166 1365.37659
19971122 192920 1365.59080 1366.05775 1365.12386 1366.43076 1365.40804
19971122 202920 1365.60502 1366.06815 1365.14189 1366.44117 1365.42607
19971122 212920 1365.56530 1366.03409 1365.09651 1366.40713 1365.38070
19971122 222920 1365.57849 1366.04872 1365.10825 1366.42177 1365.39246
19971122 232920 1365.61415 1366.07712 1365.15118 1366.45019 1365.43541
19971123 002920 1365.63311 1366.11136 1365.15486 1366.48443 1365.43908
19971123 012920 1365.63007 1366.11131 1365.14883 1366.48438 1365.43303
19971123 022920 1365.64534 1366.11761 1365.17308 1366.49068 1365.45726
19971123 032920 1365.63768 1366.12750 1365.14785 1366.50058 1365.43202
19971123 042920 1365.67830 1366.14579 1365.21080 1366.51887 1365.49495
19971123 052920 1365.72444 1366.16633 1365.28256 1366.53940 1365.56669
19971123 062920 1365.70562 1366.13906 1365.27218 1366.51214 1365.55629
19971123 072920 1365.76874 1366.23382 1365.30365 1366.60689 1365.58775
19971123 082920 1365.76531 1366.22202 1365.30860 1366.59510 1365.59268
19971123 092920 1365.78188 1366.23972 1365.32404 1366.61279 1365.60810
19971123 102920 1365.80437 1366.25603 1365.35271 1366.62910 1365.63676
19971123 112920 1365.79597 1366.24087 1365.35107 1366.61394 1365.63510
19971123 122920 1365.81080 1366.29592 1365.32567 1366.66899 1365.60968
19971123 132920 1365.82637 1366.27453 1365.37820 1366.64760 1365.66219
19971123 142920 1365.85912 1366.31374 1365.40451 1366.68681 1365.68848
19971123 152920 1365.86086 1366.31456 1365.40716 1366.68762 1365.69111
19971123 162920 1365.86772 1366.30629 1365.42915 1366.67935 1365.71308
19971123 172920 1365.91730 1366.35437 1365.48024 1366.72742 1365.76415
19971123 182920 1365.88387 1366.32950 1365.43823 1366.70255 1365.72212
19971123 192920 1365.83326 1366.33521 1365.33130 1366.70826 1365.61517
19971123 202920 1365.83681 1366.33346 1365.34017 1366.70650 1365.62401
19971123 212920 1365.85254 1366.37387 1365.33122 1366.74691 1365.61505
19971123 222920 1365.84199 1366.39593 1365.28805 1366.76896 1365.57185
19971123 232920 1365.80261 1366.35336 1365.25185 1366.72639 1365.53564
19971124 002920 1365.83998 1366.41824 1365.26172 1366.79126 1365.54548
19971124 012920 1365.85479 1366.42665 1365.28294 1366.79966 1365.56668
19971124 022920 1365.85376 1366.38646 1365.32107 1366.75947 1365.60479
19971124 032920 1365.92634 1366.42638 1365.42630 1366.79938 1365.71000
19971124 042920 1365.96965 1366.43634 1365.50297 1366.80933 1365.78665
19971124 052920 1365.96983 1366.43923 1365.50043 1366.81222 1365.78408
19971124 062920 1365.99575 1366.44509 1365.54641 1366.81807 1365.83005
19971124 072920 1366.01780 1366.47196 1365.56364 1366.84493 1365.84726
19971124 082920 1366.00280 1366.46562 1365.53999 1366.83858 1365.82357
19971124 092920 1366.03332 1366.48774 1365.57889 1366.86069 1365.86246
19971124 102920 1366.02484 1366.47708 1365.57259 1366.85002 1365.85613
19971124 112920 1366.03295 1366.49777 1365.56814 1366.87070 1365.85166
19971124 122920 1366.04833 1366.53886 1365.55779 1366.91179 1365.84129
19971124 132920 1366.03834 1366.51654 1365.56015 1366.88945 1365.84362
19971124 142920 1366.10856 1366.57605 1365.64106 1366.94895 1365.92451
19971124 152920 1366.12660 1366.58136 1365.67185 1366.95425 1365.95528
19971124 162920 1366.07795 1366.52141 1365.63449 1366.89429 1365.91789
19971124 172920 1366.10064 1366.55912 1365.64215 1366.93199 1365.92553
19971124 182920 1366.13423 1366.56855 1365.69992 1366.94140 1365.98327
19971124 192920 1366.12148 1366.54119 1365.70177 1366.91403 1365.98509
19971124 202920 1366.07953 1366.51865 1365.64040 1366.89148 1365.92370
19971124 212920 1366.07803 1366.56713 1365.58894 1366.93994 1365.87221
19971124 222920 1366.09907 1366.58935 1365.60879 1366.96215 1365.89204
19971124 232920 1366.08495 1366.56683 1365.60307 1366.93962 1365.88630
19971125 002920 1366.13974 1366.62187 1365.65760 1366.99465 1365.94080
19971125 012920 1366.10586 1366.60204 1365.60969 1366.97480 1365.89286
19971125 022920 1366.08316 1366.57575 1365.59056 1366.94850 1365.87371
19971125 032920 1366.11982 1366.60783 1365.63181 1366.98056 1365.91493
19971125 042920 1366.07218 1366.56343 1365.58092 1366.93615 1365.86401
19971125 052920 1366.04192 1366.56690 1365.51693 1366.93960 1365.80000
19971125 062920 1366.06098 1366.57697 1365.54499 1366.94965 1365.82803
19971125 072920 1366.04645 1366.55204 1365.54086 1366.92471 1365.82387
19971125 082920 1366.08474 1366.58101 1365.58847 1366.95366 1365.87145
19971125 092920 1366.07518 1366.54333 1365.60703 1366.91596 1365.88999
19971125 102920 1366.14589 1366.59055 1365.70123 1366.96316 1365.98416
19971125 112920 1366.12521 1366.59927 1365.65115 1366.97187 1365.93405
19971125 122920 1366.10636 1366.57815 1365.63457 1366.95073 1365.91744
19971125 132920 1366.12107 1366.58403 1365.65811 1366.95659 1365.94096
19971125 142920 1366.14716 1366.59518 1365.69913 1366.96773 1365.98194
19971125 152920 1366.10480 1366.55461 1365.65500 1366.92713 1365.93778
19971125 162920 1366.13068 1366.57093 1365.69043 1366.94343 1365.97318
19971125 172920 1366.12913 1366.57475 1365.68351 1366.94723 1365.96624
19971125 182920 1366.12268 1366.56676 1365.67860 1366.93922 1365.96130
19971125 192920 1366.15069 1366.60230 1365.69907 1366.97475 1365.98174
19971125 202920 1366.13334 1366.60448 1365.66220 1366.97691 1365.94484
19971125 212920 1366.08228 1366.58475 1365.57982 1366.95715 1365.86243
19971125 222920 1366.09323 1366.56181 1365.62466 1366.93418 1365.90724
19971125 232920 1366.12177 1366.56925 1365.67430 1366.94160 1365.95685
19971126 002920 1366.13939 1366.57170 1365.70708 1366.94404 1365.98960
19971126 012920 1366.10892 1366.56196 1365.65589 1366.93430 1365.93839
19971126 022920 1366.11175 1366.56850 1365.65501 1366.94085 1365.93748
19971126 032920 1366.06377 1366.57944 1365.54810 1366.95179 1365.83056
19971126 042920 1366.07163 1366.56200 1365.58126 1366.93435 1365.86370
19971126 052920 1366.10554 1366.56909 1365.64200 1366.94144 1365.92441
19971126 062920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971126 072920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971126 082920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971126 092920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19971126 102920 1366.06454 1366.52348  -99.00000 1366.89585  -99.00000
19971126 112920 1366.07118 1366.53012  -99.00000 1366.90248  -99.00000
19971126 122920 1366.07850 1366.52689 1365.63011 1366.89927 1365.91237
19971126 132920 1366.03957 1366.50064 1365.57850 1366.87302 1365.86074
19971126 142920 1366.01204 1366.50215 1365.52194 1366.87453 1365.80415
19971126 152920 1366.01148 1366.49869 1365.52428 1366.87107 1365.80647
19971126 162920 1365.99723 1366.48313 1365.51133 1366.85552 1365.79350
19971126 172920 1365.98355 1366.44820 1365.51889 1366.82059 1365.80104
19971126 182920 1366.01701 1366.47875 1365.55527 1366.85115 1365.83739
19971126 192920 1366.02854 1366.49613 1365.56096 1366.86854 1365.84305
19971126 202920 1365.97875 1366.47659 1365.48090 1366.84900 1365.76298
19971126 212920 1366.03538 1366.50134 1365.56942 1366.87376 1365.85148
19971126 222920 1366.04825 1366.50396 1365.59254 1366.87638 1365.87458
19971126 232920 1366.04761 1366.49007 1365.60515 1366.86250 1365.88716
19971127 002920 1366.07155 1366.52379 1365.61930 1366.89623 1365.90129
19971127 012920 1366.04812 1366.49716 1365.59907 1366.86961 1365.88104
19971127 022920 1365.99904  -99.00000 1365.54034  -99.00000 1365.82228
19971127 032920 1366.01461  -99.00000 1365.55591  -99.00000 1365.83783
19971127 042920 1366.02645  -99.00000 1365.56776  -99.00000 1365.84966
19971127 052920 1366.01703 1366.48857 1365.54550 1366.86105 1365.82737
19971127 062920 1366.05064 1366.51226 1365.58902 1366.88475 1365.87087
19971127 072920 1366.02127 1366.48466 1365.55788 1366.85715 1365.83971
19971127 082920 1365.96908 1366.44411 1365.49405 1366.81662 1365.77586
